image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00138.jpg,0.974416316,0.021550385,0.006375546,0.005221488,0.190004483,0.048529018,0.114978537,0.823495269
img_00141.jpg,0.008406651,0.237810299,0.385394692,0.000678057,0.002632918,0.05312258,0.04357307,0.995873749
img_00152.jpg,0.750858545,0.382294744,0.063106291,0.012597511,0.133792594,0.055696297,0.123674966,0.988060057
img_00161.jpg,0.331031293,0.559875607,0.667774916,0.002739103,0.107690006,0.016153101,0.021662269,0.958771467
img_00164.jpg,0.999916792,0.006719016,0.008685194,0.049082547,0.010728369,0.389250875,0.000205265,0.010988648
img_00170.jpg,0.998439252,0.020780364,0.012432863,0.388020396,0.089755423,0.718821406,0.00190315,0.021121839
img_00171.jpg,0.999313116,0.050071567,0.009937798,0.496849954,0.033865981,0.927543402,0.000538535,0.013807878
img_00172.jpg,0.994645,0.012504265,0.004017169,0.000102404,0.995774686,0.007503561,0.000796017,0.062723912
img_00175.jpg,0.999046504,0.060023475,0.01315015,0.528645337,0.029956825,0.871547401,0.001024928,0.022039587
img_00180.jpg,0.727739096,0.17226097,0.181139559,0.021785572,0.409836769,0.056086451,0.098247819,0.923579454
img_00196.jpg,0.779541671,0.164238304,0.002836887,1.02E-05,0.999324083,0.001787477,8.49E-06,0.128463656
img_00212.jpg,0.998251975,0.003542583,0.012229882,0.001927626,0.707520545,0.014994875,0.003887984,0.62458092
img_00223.jpg,0.997014046,0.525946856,0.043601334,0.001357297,0.000564524,0.228242412,0.012798138,0.358467042
img_00230.jpg,0.990426898,0.189631268,0.004588677,0.008729669,0.252229244,0.082751796,0.005050587,0.002935793
img_00232.jpg,0.701499999,0.772407651,0.032701209,0.000165828,0.006252111,0.000151231,0.99419564,0.659496486
img_00244.jpg,0.964758754,0.219280869,0.012296958,0.03520694,0.511323929,0.002545692,0.116544157,0.469942659
img_00272.jpg,0.997389257,0.023868311,0.279985487,0.000588165,0.18505843,0.017324764,0.009852749,0.93378377
img_00280.jpg,0.999905825,2.23E-05,0.00233707,4.16E-05,0.998630822,0.00134465,8.39E-05,0.279776573
img_00282.jpg,0.999254882,0.051615976,0.010971338,0.550404847,0.038824849,0.925212681,0.000524034,0.012499084
img_00285.jpg,0.910668254,0.306385934,0.18674998,0.064608723,0.136243209,0.448117733,0.131600127,0.670320749
img_00289.jpg,0.99821645,0.029467098,0.006123228,3.94E-05,0.145445079,0.016055973,0.001001722,0.808978558
img_00292.jpg,0.578071296,0.255034357,0.230715528,0.001849399,0.059285387,0.026771709,0.42231074,0.98480022
img_00302.jpg,0.784904659,0.123423591,0.102828749,0.015563923,0.090246342,0.178651735,0.373452842,0.951660216
img_00311.jpg,0.999893665,0.000747025,0.000862919,0.000616103,0.126282975,0.008193801,0.000520334,0.034143925
img_00320.jpg,0.997042596,0.085266404,0.0036434,0.001563298,0.104975119,0.01384878,0.009626353,0.049408972
img_00331.jpg,0.98830843,0.014792626,0.02474352,0.022656774,0.090594552,0.115705937,0.34801802,0.639748633
img_00358.jpg,0.963168263,0.047355458,0.05427349,0.021779735,0.069970585,0.180426359,0.375311136,0.862800598
img_00374.jpg,0.99907589,0.069583125,0.004047841,3.88E-05,0.014040273,0.00134027,0.004373832,0.271151036
img_00375.jpg,0.999655247,0.023505621,0.001119722,0.001711272,0.008887482,0.006623555,0.010370212,0.208625674
img_00376.jpg,0.998097479,0.007039709,0.004610309,0.000495309,0.000916601,0.056450602,0.719558537,0.979218543
img_00380.jpg,0.999984145,0.065207131,0.001584874,0.000518866,0.000175309,0.924161792,8.70E-06,0.024948843
img_00383.jpg,0.999653339,0.001761393,0.001084728,0.000768861,0.084174171,0.005251794,0.002095195,0.206927553
img_00398.jpg,0.995033026,0.007785975,0.005152796,0.012013338,0.809484124,0.009860079,0.299674213,0.22518602
img_00407.jpg,0.999628425,0.015466987,0.007511829,0.135461658,0.034218106,0.67111367,0.000676725,0.004532772
img_00417.jpg,0.997966826,0.003655101,0.012396266,0.001779708,0.648023486,0.01326941,0.003842478,0.626757741
img_00432.jpg,0.932909787,0.054725904,0.111507043,0.040535167,0.55355078,0.29444766,0.042399939,0.262386322
img_00442.jpg,0.97750926,0.000304119,0.000689333,0.000142487,0.028208004,0.002948364,0.008329065,0.661084294
img_00446.jpg,0.999998689,6.45E-05,0.000263413,1.45E-05,0.009192747,0.280470043,1.59E-05,0.003901684
img_00469.jpg,0.999782741,0.057672411,0.000361446,0.00036959,0.002417,0.001314091,0.002845079,0.028862065
img_00473.jpg,0.998721182,0.001111686,0.006403603,0.000114564,0.145169243,0.001975421,0.007350564,0.765840352
img_00483.jpg,0.963651776,0.063987121,0.063281044,0.003538661,0.57056576,0.006118019,0.054600839,0.744048536
img_00484.jpg,0.981534958,0.072578251,0.100187652,0.09078601,0.163077161,0.190637097,0.032554794,0.252506971
img_00486.jpg,0.981425166,0.079344466,0.054585677,0.004007862,0.170593202,0.019625977,0.039257213,0.819198728
img_00487.jpg,0.999558866,0.00014204,0.00066945,2.05E-05,0.999213099,0.001288497,1.01E-05,0.043425597
img_00493.jpg,0.982367277,0.382990688,0.036987379,0.003123574,0.086657494,0.010505169,0.173312768,0.754539728
img_00518.jpg,0.999613583,0.065396018,0.000443989,0.004281041,0.042861447,0.020199815,0.007782889,0.139734238
img_00533.jpg,0.914303958,0.144690111,0.042288367,0.006517752,0.01550319,0.079032928,0.443231076,0.942160606
img_00538.jpg,0.998226345,0.101357758,0.000153437,0.013772606,0.127742037,0.015548516,0.001859474,0.345749736
img_00543.jpg,0.999816954,0.001459371,0.001044009,0.000742315,0.143478513,0.007912792,0.000858763,0.044661507
img_00550.jpg,0.982788146,0.012535231,0.205870122,0.021217061,0.467098773,0.180995062,0.04389365,0.112508863
img_00551.jpg,0.999814093,0.012036098,0.006217249,0.176109612,0.017439175,0.819668293,0.000649928,0.004449434
img_00564.jpg,0.982375324,0.001389941,0.046802882,0.003609115,0.995314002,0.017987566,0.002969794,0.308127105
img_00575.jpg,0.986095846,0.026705092,0.026576906,0.009204933,0.154731512,0.132812127,0.080211565,0.801413774
img_00582.jpg,0.985800803,0.236300901,0.01804355,0.016050393,0.120759726,0.103721671,0.002879083,0.022959527
img_00584.jpg,0.974531829,0.133056626,0.051156726,0.03360337,0.067217164,0.351220101,0.068058245,0.852171302
img_00587.jpg,0.953653514,0.054032862,0.048710167,0.017796885,0.038159043,0.143664345,0.398177713,0.920245051
img_00590.jpg,0.883446932,0.074494749,0.042279407,0.010021123,0.014892227,0.136374325,0.769941509,0.99361366
img_00591.jpg,0.986874044,0.011506268,0.005120502,0.003823801,0.003289638,0.054093521,0.534780622,0.998003304
img_00598.jpg,0.999961019,0.288267434,2.03E-05,0.000483347,0.000840698,0.057764202,7.16E-05,0.034392204
img_00599.jpg,0.972749352,0.009335948,0.007114251,0.003272561,0.003950612,0.069609962,0.579597116,0.995554745
img_00612.jpg,0.979521096,0.067588314,0.083372295,0.032413032,0.657604098,0.734028161,0.007432716,0.105117194
img_00618.jpg,0.986491203,0.02298001,0.004083074,6.58E-05,0.017742913,0.066647097,0.000853973,0.943018079
img_00620.jpg,0.998690188,0.045110527,0.005905737,0.010216048,0.009165321,0.169442192,0.005222875,0.340203315
img_00642.jpg,0.999545634,0.004905273,0.000569276,0.010639031,0.654381275,0.546658754,0.000382692,0.001612821
img_00646.jpg,0.293252289,0.300314128,0.27342394,0.048716232,0.035840042,0.13190867,0.147129476,0.958371639
img_00648.jpg,0.999769986,0.0018582,0.001706349,0.000886535,0.087252244,0.011358539,0.000818011,0.04063198
img_00650.jpg,0.978867173,0.064524695,0.025057301,0.011715288,0.066004671,0.3703655,0.614966035,0.768337846
img_00654.jpg,0.985554576,0.041681711,0.005808909,0.001969497,0.684585154,0.010196799,0.026433641,0.95342499
img_00664.jpg,0.999925733,0.008812871,0.010448127,0.000586041,0.001565562,0.049226411,0.001984301,0.053766884
img_00667.jpg,0.74502176,0.136806071,0.002614291,2.08E-05,0.998684585,0.001561131,1.59E-05,0.260630757
img_00676.jpg,0.941242278,0.012135645,0.000518622,1.66E-06,0.999887943,0.00039945,1.16E-06,0.167821616
img_00697.jpg,0.005392226,0.325272769,0.391130835,0.001065066,0.005521436,0.018896203,0.097866386,0.99553442
img_00708.jpg,0.72332412,0.213943675,0.220030308,0.056591295,0.162895009,0.395407975,0.4179703,0.884113729
img_00716.jpg,0.799395621,0.343634278,0.218859002,0.036854763,0.103410587,0.366099089,0.093766235,0.899075389
img_00717.jpg,0.936661243,0.673313379,0.079089627,0.00962273,0.043901455,0.229638025,0.092012182,0.107916072
img_00718.jpg,0.99981302,0.009156254,0.0047866,0.220442086,0.016065942,0.698926926,0.000386724,0.00849676
img_00723.jpg,0.998106837,0.014586163,0.005656815,0.000443548,0.069012836,0.013976592,0.001048155,0.051379673
img_00724.jpg,0.98689729,0.041551754,0.015473712,0.005077078,0.022026502,0.03398966,0.37564978,0.284644336
img_00726.jpg,0.996939301,0.02085459,0.002142598,0.005379552,0.340025276,0.013671713,0.031201182,0.056431673
img_00729.jpg,0.99889189,0.01491968,0.001325743,0.003458585,0.418475866,0.011061102,0.012479965,0.105500765
img_00730.jpg,0.967124224,0.024878511,0.014760832,0.004853526,0.00670676,0.050177384,0.532917619,0.991819024
img_00757.jpg,0.996781468,0.039554402,0.016090142,0.019480402,0.057881176,0.116272219,0.004493787,0.189690322
img_00760.jpg,0.998836815,0.12029922,0.012625907,0.025550228,0.025062842,0.488771081,0.000688412,0.003059674
img_00763.jpg,0.988558054,0.001235088,0.00089736,9.77E-05,0.997444272,0.003012943,4.83E-05,0.083343349
img_00764.jpg,0.219411522,0.575077355,0.772681117,0.013250924,0.112804472,0.207838044,0.026621412,0.955964565
img_00765.jpg,0.957505047,0.543228269,0.10003648,0.012092596,0.071587317,0.876814604,0.022684591,0.702975869
img_00772.jpg,0.00721658,0.620528936,0.85154283,0.000602957,0.001174294,0.209469423,0.015290243,0.997950256
img_00773.jpg,0.999961495,0.002374766,0.001897243,2.02E-05,0.000383592,0.058958732,0.001887075,0.203957617
img_00777.jpg,0.999871731,0.268754333,0.000420791,0.000742529,0.001229113,0.320703387,0.000403214,0.005074545
img_00780.jpg,0.843301177,0.051285863,0.091034368,0.019826697,0.359190226,0.51868546,0.037539918,0.547444284
img_00798.jpg,0.995943129,0.080084376,0.009043111,0.015189733,0.039541468,0.030944221,0.011881717,0.12388055
img_00808.jpg,0.999955177,0.495568573,2.29E-05,5.43E-05,0.001182593,0.002572623,6.99E-05,0.075521827
img_00816.jpg,0.987344801,0.029488064,0.100032382,0.00445818,0.329851002,0.052017916,0.092682444,0.574041367
img_00828.jpg,0.996874332,0.000678527,0.000158912,2.41E-06,0.999337375,9.48E-05,5.33E-06,0.236229658
img_00833.jpg,0.871311605,0.113563873,0.145147651,0.094247736,0.200883433,0.256493419,0.330199331,0.788165092
img_00837.jpg,0.999961495,0.156586349,0.000327034,8.81E-05,3.68E-05,0.009092733,0.000308695,0.006628206
img_00855.jpg,0.957322121,0.168640032,0.051979624,0.029154319,0.486055434,0.239297047,0.007964331,0.209620699
img_00857.jpg,0.996194005,0.089382894,0.004701542,0.002062168,0.117812753,0.016797204,0.012759441,0.053402968
img_00858.jpg,0.999999285,0.000829543,2.89E-05,8.80E-07,0.035423141,3.63E-05,1.17E-05,0.814720869
img_00865.jpg,0.999769986,0.306597441,0.072868854,8.55E-05,2.85E-05,0.022811506,0.005369185,0.081432752
img_00876.jpg,0.950334549,0.009713112,0.000692999,1.83E-06,0.999890804,0.000383154,1.33E-06,0.193851441
img_00889.jpg,0.236738473,0.111811876,0.90561837,0.002179791,0.057809182,0.055909179,0.00022676,0.986023307
img_00894.jpg,0.996257544,0.000665492,0.038005993,0.001344749,0.990823388,0.018733324,0.000576211,0.387758166
img_00902.jpg,0.66331017,0.795751095,0.042295303,0.000274447,0.009073977,0.000262576,0.99120903,0.630089104
img_00914.jpg,0.264924705,0.667816639,0.734883606,0.000902138,0.070270993,0.032067966,0.006279679,0.976132333
img_00921.jpg,0.935739994,0.04204078,0.038084324,0.00595454,0.020033088,0.149244905,0.697876275,0.983038902
img_00927.jpg,0.870515108,0.061314072,0.033045646,0.01265962,0.014265497,0.146473482,0.758561909,0.993579984
img_00943.jpg,0.948046148,0.096876703,0.153953344,0.002942685,0.542182863,0.00657693,0.013745791,0.703416348
img_00948.jpg,0.999392152,1.65E-05,0.005135244,3.12E-06,0.999620795,0.000256682,0.000160796,0.940679908
img_00950.jpg,0.720066547,0.019835254,0.020359773,0.000416361,0.045183312,0.002375111,0.566655338,0.998598397
img_00959.jpg,0.999901414,0.011083527,0.000199395,0.000325114,0.447794497,0.021965187,0.000382558,0.0062025
img_00962.jpg,0.004584806,0.604634106,0.83057934,0.001591723,0.010572773,0.043854814,0.010601333,0.99668318
img_00964.jpg,0.002131702,0.499393016,0.800239205,0.005683702,0.006419511,0.026887204,0.022250887,0.988403499
img_00966.jpg,0.997381032,0.002802438,0.005211436,0.000370778,0.673410594,0.005672826,0.090857498,0.987853408
img_00974.jpg,0.999381661,0.203229561,0.001289164,0.000484174,0.002969656,0.228063151,0.003546099,0.050142776
img_00979.jpg,0.405010909,0.242971539,0.346572101,0.041485354,0.150185332,0.256570131,0.061637402,0.891977549
img_00982.jpg,0.868413091,0.026650496,0.030839063,0.01033456,0.009144127,0.205216363,0.078974381,0.962700665
img_00985.jpg,0.573588252,0.302548051,0.272692382,0.002324281,0.071251243,0.032702755,0.316482961,0.984664023
img_00999.jpg,0.796231985,0.170290202,0.092623681,0.005623947,0.038455274,0.0982645,0.444109857,0.963348567
img_01022.jpg,0.966053307,0.047604557,0.055809196,0.395407081,0.637841702,0.227060825,0.017951459,0.122743398
img_01031.jpg,0.999985576,0.027378391,0.001518637,0.001566213,0.000128947,0.931266785,2.77E-05,0.014056799
img_01035.jpg,0.999776185,0.427686989,0.000863594,0.001174484,0.001241599,0.293039143,0.000689989,0.008061294
img_01043.jpg,0.996177435,0.005973353,0.002172787,0.001841029,0.785333991,0.011680689,0.001006364,0.553668141
img_01058.jpg,0.999957442,3.54E-05,6.21E-05,4.02E-05,0.072635546,0.001880647,0.001339478,0.787062049
img_01059.jpg,0.98052454,0.137124553,0.094918869,0.034849502,0.092384584,0.671859264,0.184532881,0.470422089
img_01090.jpg,0.997202992,0.07549718,0.002023335,1.16E-06,0.550619543,0.001692191,0.001159516,0.999089956
img_01102.jpg,0.997635722,0.000174517,0.001883218,0.000777251,0.439663261,0.000399079,0.011763832,0.985808492
img_01103.jpg,0.990799606,0.426203728,0.031885952,0.009089907,0.017420352,0.043686081,0.045507971,0.655663848
img_01116.jpg,0.999888062,0.0475608,0.000943696,5.87E-05,0.000191407,0.122351661,0.001487205,0.039711557
img_01134.jpg,0.999864578,0.008563442,0.003383237,0.176893502,0.019280454,0.898541093,0.000334872,0.003698884
img_01142.jpg,0.999980211,0.000888662,3.98E-05,1.91E-05,0.005381951,0.000174701,0.000859088,0.957295835
img_01168.jpg,0.915557683,0.026797557,0.167721167,0.004441566,0.664438844,0.227485225,0.103055142,0.823472023
img_01171.jpg,0.967383385,0.007152846,0.003666256,7.63E-05,0.988219142,0.00516744,8.73E-05,0.346969903
img_01177.jpg,0.999964714,0.001418933,7.62E-05,6.91E-05,0.001729446,0.000680279,0.001019988,0.814019978
img_01179.jpg,0.999880314,0.006496589,0.001025744,0.135256156,0.014113945,0.503913939,0.001131934,0.046357956
img_01188.jpg,0.867924452,0.713450849,0.301465899,0.010974824,0.05331656,0.820709169,0.049987681,0.77720052
img_01198.jpg,0.999899626,0.007552158,2.85E-05,6.97E-06,0.805046022,0.015832331,3.00E-05,0.000501714
img_01204.jpg,0.759058118,0.147295818,0.002274282,1.09E-05,0.999178588,0.000905673,1.54E-05,0.218736157
img_01208.jpg,0.544230342,0.005570239,0.072028883,0.002603099,0.024800841,0.085431829,0.11096783,0.981110871
img_01211.jpg,0.99994874,0.015644038,0.000107299,2.88E-05,0.00318006,0.008246203,0.000204534,0.004884842
img_01213.jpg,0.998523414,0.029307211,0.054403942,0.010101714,0.013191774,0.042472124,0.009168297,0.422094971
img_01222.jpg,0.998713732,0.006301805,0.002635486,0.014458632,0.705954075,0.182231918,0.001036699,0.107568964
img_01224.jpg,0.569174051,0.193812951,0.13328959,0.010069571,0.182769537,0.166427836,0.054946572,0.935017645
img_01237.jpg,0.999641776,0.000811264,0.000434507,0.001257571,0.886957049,0.011814663,0.02169494,0.085603647
img_01249.jpg,0.996073723,0.04953935,0.013298335,0.01350196,0.579714417,0.073774077,0.003215899,0.157696784
img_01253.jpg,0.838299036,0.516680658,0.092453972,0.000612567,0.206413448,0.007425793,0.007761249,0.77482152
img_01286.jpg,0.999833345,0.011097685,0.00019387,0.00045233,0.102485269,0.025636274,0.000241676,0.013552444
img_01289.jpg,0.982046843,0.094495416,0.062776275,0.040182456,0.22140643,0.469572991,0.104127668,0.301856101
img_01325.jpg,0.959744692,0.218131676,0.0029718,0.000105475,0.900314569,0.003972938,0.013165703,0.255833685
img_01328.jpg,0.993946612,0.037061002,0.043924127,0.242087558,0.137802556,0.104695685,0.014147058,0.199936867
img_01366.jpg,0.999117434,0.055344719,0.01240305,0.532275975,0.028963547,0.863450766,0.001018023,0.022791876
img_01371.jpg,1,1.02E-05,9.76E-08,4.54E-07,0.000208392,0.00037158,3.92E-06,0.008018914
img_01373.jpg,0.971228898,0.107054323,0.03075223,0.006627725,0.219644397,0.020219676,0.119731978,0.390764624
img_01377.jpg,0.996997595,0.052911848,0.003413742,0.002455386,0.099812917,0.018472148,0.01225062,0.206113428
img_01379.jpg,0.997473061,0.065025248,0.00819155,0.019303035,0.032085791,0.456350774,0.001303329,0.112972945
img_01384.jpg,0.987573028,0.050792933,0.12519075,0.021765998,0.241836563,0.387057513,0.032816172,0.084861651
img_01388.jpg,0.999921918,0.118546762,0.000339573,0.00014526,0.00034382,0.295485735,0.000989193,0.014918699
img_01392.jpg,0.005722802,0.658738017,0.775733054,0.003488123,0.009038229,0.036883719,0.038942765,0.980412364
img_01399.jpg,0.009943303,0.625807583,0.849179029,0.001516964,0.009726197,0.075913757,0.00521199,0.989645004
img_01404.jpg,0.999842405,0.032387357,0.00024609,0.00060263,0.004706556,0.010208139,0.014736954,0.130686015
img_01405.jpg,0.999831796,0.043447569,0.000782252,0.000857396,0.004133638,0.161272764,0.001582107,0.233039156
img_01413.jpg,0.999632478,0.003394279,0.003610818,0.089413039,0.102312066,0.302558929,0.001482375,0.013413631
img_01426.jpg,0.998628378,0.995604157,0.001512609,3.11E-06,0.000625102,0.032836456,0.000309507,0.789139867
img_01431.jpg,0.997731864,0.118271999,0.01174971,0.059003793,0.07899148,0.452119589,0.000888406,0.004152176
img_01441.jpg,0.438124776,0.793641865,0.606834114,0.000353331,0.180506915,0.004888367,0.011988404,0.97313267
img_01444.jpg,0.933035433,0.196705431,0.130556628,0.009593858,0.039321877,0.322520345,0.120481521,0.908153832
img_01490.jpg,0.00153338,0.705989242,0.969838142,0.002853287,0.000632647,0.031736225,0.002699254,0.997515559
img_01495.jpg,0.999999762,0.000902083,1.75E-06,1.13E-06,0.001515045,0.018622411,4.40E-06,0.000363152
img_01505.jpg,0.813531637,0.186825022,0.002357453,1.47E-05,0.998682082,0.00136392,2.18E-05,0.179450274
img_01511.jpg,0.998705745,0.016571304,0.001680254,0.002630899,0.025389099,0.195570469,0.002489402,0.24697873
img_01519.jpg,0.825686634,0.214538321,0.243122414,0.183893904,0.321315557,0.491052002,0.172950119,0.27302888
img_01530.jpg,0.999546945,7.17E-05,0.004649361,0.000215403,0.996396244,0.005535385,0.000324631,0.232648656
img_01537.jpg,0.993258119,0.028222425,0.0095443,0.002926715,0.253796428,0.040317636,0.011177826,0.715154827
img_01538.jpg,0.998049974,0.335438848,0.000615156,0.000277259,0.190807685,0.011634166,0.002276826,0.02441377
img_01541.jpg,0.99270767,0.001010193,0.000201919,2.19E-06,0.999663353,5.14E-05,2.78E-06,0.24809213
img_01543.jpg,0.988153398,0.064957432,0.038687602,0.011387394,0.240440354,0.062302087,0.061091237,0.683685064
img_01548.jpg,0.99328351,0.014163334,0.058320966,0.005183958,0.303443938,0.070433795,0.040542975,0.423858821
img_01552.jpg,0.998339653,0.03849189,0.002399176,0.001575928,0.074120261,0.013123586,0.008491058,0.044419952
img_01561.jpg,0.99149245,0.009203086,0.062045947,0.00209516,0.970853686,0.051955219,0.002156676,0.122030504
img_01562.jpg,0.877030194,0.047617219,0.03496464,0.005783583,0.006170162,0.341024101,0.192680985,0.995641828
img_01571.jpg,0.871726573,0.508692503,0.310910821,0.021382442,0.075731605,0.116201609,0.104207136,0.731634498
img_01593.jpg,0.723022699,0.354069024,0.22425884,0.017357599,0.030210173,0.269505173,0.391758949,0.914803565
img_01595.jpg,0.774630785,0.123329177,0.01340323,0.000118183,0.989874959,0.001239727,0.000594722,0.321035951
img_01616.jpg,0.983124256,0.00835261,0.006056977,0.000641511,0.032739624,0.000733758,0.97545445,0.37130627
img_01618.jpg,0.999971747,0.001606312,0.000326393,0.000460806,0.020078965,0.414311498,0.00011004,0.013370652
img_01627.jpg,0.999994874,0.021809338,0.000119137,4.40E-05,5.64E-05,0.003607586,0.000381828,0.007831517
img_01632.jpg,0.992088437,0.017732752,0.105161346,0.003661808,0.191614285,0.037997093,0.039900143,0.55446291
img_01633.jpg,0.946608067,0.271985322,0.093155861,0.042935658,0.560947955,0.640344441,0.02456779,0.162355393
img_01640.jpg,0.999827862,0.001450015,0.001370774,0.00072656,0.110685267,0.010011742,0.000598798,0.0269832
img_01646.jpg,0.987253487,0.738091409,0.018238628,0.000653046,0.125051439,0.009137217,0.018491568,0.695886374
img_01647.jpg,0.998635352,0.002739679,0.002576231,0.002474694,0.517579854,0.004467703,0.15824759,0.883406401
img_01649.jpg,0.989225924,0.074070536,0.002634146,0.003697317,0.29265663,0.038454395,0.022998521,0.085713208
img_01657.jpg,0.005538691,0.205740333,0.726426959,0.000742311,0.004502736,0.011957177,0.01036622,0.996773064
img_01669.jpg,0.998830974,0.070865981,0.013323242,0.059471957,0.050382704,0.528384149,0.000422834,0.002237757
img_01673.jpg,0.998935521,0.064093888,0.004154393,0.00041707,0.426684022,0.000365416,0.010044183,0.615607917
img_01681.jpg,0.999769628,0.000743327,0.000477091,0.000329883,0.111294352,0.002166686,0.004066869,0.865295231
img_01684.jpg,0.999798715,0.000603939,0.007511335,0.000173107,0.131416693,0.015912917,0.069711931,0.615071654
img_01685.jpg,0.983784676,0.003707075,0.102870218,0.005552857,0.892114043,0.132528841,0.015922433,0.387763262
img_01687.jpg,0.98671186,0.003454116,0.001877051,0.001288977,0.002467051,0.051006723,0.565732837,0.999749482
img_01688.jpg,0.982737482,0.092951879,0.063101135,0.038546626,0.225891426,0.497508198,0.089842722,0.268949538
img_01689.jpg,0.95293051,0.002743687,0.030143382,0.008214175,0.960888207,0.033154421,0.000720443,0.738907695
img_01716.jpg,0.996278465,0.000456716,0.000137432,1.79E-06,0.999643326,6.06E-05,2.74E-06,0.238133311
img_01717.jpg,0.999527931,0.004901743,0.00145428,0.000171848,0.064382516,0.006081847,0.000385818,0.049259763
img_01724.jpg,0.99632448,0.018320892,0.003982726,0.000720903,0.194884792,0.013378396,0.007301533,0.891710877
img_01745.jpg,0.989023209,0.227013588,0.0848675,0.007648957,0.003943889,0.041460112,0.005031122,0.418229818
img_01771.jpg,0.996776164,0.073682614,0.011571269,0.216747031,0.064655654,0.704047501,0.001744166,0.038197409
img_01773.jpg,0.892889261,0.049568791,0.034186158,0.00735988,0.011111613,0.3491669,0.163168997,0.994852364
img_01781.jpg,0.999134481,0.004299496,0.003099224,0.001534033,0.490699142,0.02288631,0.001469119,0.471305758
img_01782.jpg,0.689188182,0.09896265,0.013638836,0.000254335,0.992660403,0.001839743,0.000409955,0.38811475
img_01802.jpg,0.999740541,0.015936164,0.001746996,2.68E-05,0.554509878,4.94E-05,0.001081933,0.234628007
img_01803.jpg,0.001810649,0.500976264,0.817858815,0.004595608,0.006178068,0.029882478,0.012132091,0.990593493
img_01824.jpg,0.946417987,0.280454218,0.082631715,0.020753756,0.695836365,0.424786657,0.013016452,0.118515775
img_01825.jpg,0.862207651,0.887344122,0.01289373,0.000495083,0.402957022,0.004950205,0.092996813,0.609968364
img_01831.jpg,0.998244286,0.02420832,0.013106109,0.350550652,0.082164161,0.668401182,0.002791069,0.027108977
img_01834.jpg,0.681709349,0.155708328,0.079402059,0.00671387,0.102785729,0.18298547,0.100105032,0.964333534
img_01847.jpg,0.900917053,0.242319733,0.093352005,0.019613311,0.088659033,0.147663638,0.21930401,0.856204927
img_01853.jpg,0.849276483,0.087729782,0.043060403,0.010918454,0.017953612,0.112952903,0.783295751,0.992778361
img_01856.jpg,0.999074817,0.001714029,0.0052083,0.000254338,0.106679842,0.003200312,0.008192798,0.639586627
img_01860.jpg,0.996619463,0.058888823,0.030064464,0.003133683,0.00469043,0.211545944,0.100181498,0.690461159
img_01862.jpg,0.993223071,0.026566101,0.007377476,0.001684293,0.195209906,0.023879336,0.012406533,0.891302645
img_01874.jpg,0.99554491,0.017445337,0.022405818,0.018247932,0.16132471,0.208081305,0.070082828,0.483504176
img_01888.jpg,0.872925937,0.671286702,0.159290031,0.020790249,0.087349243,0.771030903,0.071028471,0.799679875
img_01918.jpg,0.996215522,0.008263943,0.007885338,0.001096827,0.070283093,0.000306046,0.064341955,0.808582366
